Surprisal, VerbCondition, FillerCondition, EmbeddingLevel
2.9267237,V-pl,N-pl,4
4.671899,V-sg,N-pl,4
3.0727959,V-pl,N-pl,4
4.1297116,V-sg,N-pl,4
2.1216254,V-pl,N-pl,4
4.7457814,V-sg,N-pl,4
2.6524143,V-pl,N-pl,4
5.2960997,V-sg,N-pl,4
3.0370014,V-pl,N-pl,4
4.065034,V-sg,N-pl,4
3.6169543,V-pl,N-pl,4
4.5407004,V-sg,N-pl,4
2.693172,V-pl,N-pl,4
4.4804544,V-sg,N-pl,4
2.7934723,V-pl,N-pl,4
4.653967,V-sg,N-pl,4
2.9306073,V-pl,N-pl,4
4.710486,V-sg,N-pl,4
3.1312947,V-pl,N-pl,4
2.7413158,V-sg,N-sg,4
5.698658,V-pl,N-sg,4
3.1053965,V-sg,N-sg,4
5.4233155,V-pl,N-sg,4
2.6455178,V-sg,N-sg,4
5.2635946,V-pl,N-sg,4
3.2636998,V-sg,N-sg,4
5.210356,V-pl,N-sg,4
2.8822637,V-sg,N-sg,4
5.133624,V-pl,N-sg,4
2.9020414,V-sg,N-sg,4
4.9419045,V-pl,N-sg,4
3.2500198,V-sg,N-sg,4
5.2080245,V-pl,N-sg,4
3.548545,V-sg,N-sg,4
5.206887,V-pl,N-sg,4
2.6156967,V-sg,N-sg,4
4.5645986,V-pl,N-sg,4
2.7673495,V-sg,N-sg,4
4.2575502,V-pl,N-sg,4
3.638961,V-sg,N-sg,4
4.1810393,V-pl,N-sg,4
2.946155,V-sg,N-sg,4
5.2459455,V-pl,N-sg,4
2.2410736,V-sg,N-sg,4
4.7030177,V-pl,N-sg,4
3.3514352,V-sg,N-sg,4
5.100265,V-pl,N-sg,4
2.7195818,V-sg,N-sg,4
6.238947,V-pl,N-sg,4
3.4402678,V-sg,N-sg,4
5.3456593,V-pl,N-sg,4
2.969748,V-sg,N-sg,4
5.0718546,V-pl,N-sg,4
3.1831913,V-sg,N-sg,4
4.670464,V-pl,N-sg,4
2.6753538,V-sg,N-sg,4
5.217516,V-pl,N-sg,4
3.2990808,V-sg,N-sg,4
5.0097938,V-pl,N-sg,4
