SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
4,frequently,1.9023337e-05,15.68187,wh-gap,3
5,again,2.0729387e-05,15.557963,wh-gap,3
6,yesterday,1.4209213e-05,16.102814,wh-gap,3
7,today,8.794966e-06,16.794891,wh-gap,3
8,yesterday,2.2423168e-05,15.444651,wh-gap,3
9,frequently,2.373942e-05,15.362356,wh-gap,3
10,again,2.7071676e-05,15.172856,wh-gap,3
1,yesterday,1.4529615e-05,16.070644,nwh-ngap,3
2,today,1.732015e-05,15.817189,nwh-ngap,3
3,repeatedly,1.2794344e-05,16.254135,nwh-ngap,3
4,frequently,1.867695e-05,15.708382,nwh-ngap,3
5,again,2.0460226e-05,15.576818,nwh-ngap,3
6,yesterday,1.5542368e-05,15.973434,nwh-ngap,3
7,today,9.932919e-06,16.61935,nwh-ngap,3
8,yesterday,1.7227367e-05,15.824938,nwh-ngap,3
9,frequently,1.6129037e-05,15.91998,nwh-ngap,3
10,again,2.4928551e-05,15.2918415,nwh-ngap,3
1,yesterday,1.2521057e-05,16.285284,nwh-gap,3
2,today,1.7173777e-05,15.829433,nwh-gap,3
3,repeatedly,1.033784e-05,16.561707,nwh-gap,3
4,frequently,1.8337583e-05,15.734837,nwh-gap,3
5,again,1.66271e-05,15.876104,nwh-gap,3
6,yesterday,1.3635573e-05,16.162266,nwh-gap,3
7,today,9.334699e-06,16.708965,nwh-gap,3
8,yesterday,1.6885522e-05,15.853853,nwh-gap,3
9,frequently,1.6873943e-05,15.854843,nwh-gap,3
10,again,2.297647e-05,15.409483,nwh-gap,3
1,yesterday,1.3956578e-05,16.128695,wh-ngap,4
2,today,1.669452e-05,15.870266,wh-ngap,4
3,repeatedly,1.105919e-05,16.464396,wh-ngap,4
4,frequently,1.4987041e-05,16.025925,wh-ngap,4
5,again,1.8372419e-05,15.732099,wh-ngap,4
6,yesterday,1.53253e-05,15.993725,wh-ngap,4
7,them,9.266343e-06,16.719568,wh-ngap,4
8,yesterday,1.540689e-05,15.986065,wh-ngap,4
9,frequently,1.895544e-05,15.687029,wh-ngap,4
10,again,2.6551239e-05,15.200861,wh-ngap,4
1,yesterday,1.360219e-05,16.165802,wh-gap,4
2,today,1.7081824e-05,15.837178,wh-gap,4
3,repeatedly,1.0252615e-05,16.573648,wh-gap,4
4,frequently,1.4632754e-05,16.06044,wh-gap,4
5,again,1.7425009e-05,15.808481,wh-gap,4
6,yesterday,1.4919994e-05,16.032394,wh-gap,4
7,today,1.1385635e-05,16.422426,wh-gap,4
8,yesterday,1.672083e-05,15.867994,wh-gap,4
9,frequently,2.0891452e-05,15.546728,wh-gap,4
10,again,2.5342408e-05,15.268086,wh-gap,4
1,yesterday,1.6037464e-05,15.928194,nwh-ngap,4
2,today,1.8501938e-05,15.721964,nwh-ngap,4
3,repeatedly,1.2945668e-05,16.237171,nwh-ngap,4
4,frequently,1.2442192e-05,16.2944,nwh-ngap,4
5,again,1.8102162e-05,15.753478,nwh-ngap,4
6,yesterday,1.65156e-05,15.885811,nwh-ngap,4
7,today,1.2379858e-05,16.301645,nwh-ngap,4
8,yesterday,1.6307487e-05,15.904106,nwh-ngap,4
9,frequently,1.5905525e-05,15.940112,nwh-ngap,4
10,again,2.0936637e-05,15.543611,nwh-ngap,4
1,yesterday,1.4320488e-05,16.09156,nwh-gap,4
2,today,1.806807e-05,15.756198,nwh-gap,4
3,repeatedly,1.1181144e-05,16.448572,nwh-gap,4
4,frequently,1.1833962e-05,16.366707,nwh-gap,4
5,again,1.6017328e-05,15.930007,nwh-gap,4
6,yesterday,1.5088478e-05,16.016193,nwh-gap,4
