SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
9,at,4.6205795e-08,24.367352,nwh-gap,3
10,at,8.3852944e-07,20.185635,nwh-gap,3
1,at,9.732606e-08,23.292599,wh-ngap,4
2,at,2.0922165e-07,22.188465,wh-ngap,4
3,at,2.3417866e-05,15.3820305,wh-ngap,4
4,at,1.1920926e-06,19.678072,wh-ngap,4
5,at,7.206371e-08,23.726152,wh-ngap,4
6,at,1.5943101e-06,19.258636,wh-ngap,4
7,at,9.153655e-09,26.703005,wh-ngap,4
8,at,3.1096633e-07,21.616737,wh-ngap,4
9,at,2.2263432e-05,15.454965,wh-ngap,4
10,at,3.3624173e-07,21.503998,wh-ngap,4
1,at,1.2147662e-07,22.972818,wh-gap,4
2,at,1.8805292e-07,22.342358,wh-gap,4
3,at,9.467553e-08,23.332434,wh-gap,4
4,at,1.1690238e-07,23.028193,wh-gap,4
5,at,2.1547238e-07,22.145994,wh-gap,4
6,at,1.1619591e-07,23.036938,wh-gap,4
7,at,6.3024606e-07,20.597582,wh-gap,4
8,at,5.1024376e-06,17.580381,wh-gap,4
9,at,8.878654e-08,23.425083,wh-gap,4
10,at,4.64626e-08,24.359354,wh-gap,4
1,at,2.2229612e-07,22.101013,nwh-ngap,4
2,at,1.4200059e-07,22.7476,nwh-ngap,4
3,at,1.0396676e-05,16.553518,nwh-ngap,4
4,at,1.5331455e-06,19.315075,nwh-ngap,4
5,at,5.1112136e-07,20.89983,nwh-ngap,4
6,at,5.864631e-07,20.701456,nwh-ngap,4
7,at,1.4663433e-07,22.701273,nwh-ngap,4
8,at,2.6017267e-07,21.874027,nwh-ngap,4
9,at,1.2862721e-05,16.246445,nwh-ngap,4
10,at,1.6726572e-07,22.511354,nwh-ngap,4
1,at,1.8229219e-08,25.709171,nwh-gap,4
2,at,2.4754518e-06,18.623877,nwh-gap,4
3,at,1.8806346e-06,19.02035,nwh-gap,4
4,at,2.452246e-07,21.959393,nwh-gap,4
5,at,3.2637791e-07,21.546953,nwh-gap,4
6,at,6.783954e-08,23.8133,nwh-gap,4
7,at,2.9761756e-07,21.680037,nwh-gap,4
8,at,3.5978348e-07,21.406368,nwh-gap,4
9,at,1.2140603e-07,22.973656,nwh-gap,4
10,at,5.7622763e-08,24.048786,nwh-gap,4
1,at,1.000013e-07,23.253477,wh-ngap,1
2,at,5.6470453e-06,17.434072,wh-ngap,1
3,at,7.3001e-07,20.38558,wh-ngap,1
4,at,2.5220994e-05,15.275015,wh-ngap,1
5,at,1.6780319e-06,19.1848,wh-ngap,1
6,at,3.7854573e-08,24.654957,wh-ngap,1
7,at,3.524032e-07,21.43627,wh-ngap,1
8,at,5.3412346e-06,17.514395,wh-ngap,1
9,at,6.447889e-07,20.56467,wh-ngap,1
10,at,2.533658e-05,15.268418,wh-ngap,1
1,at,4.7088456e-08,24.340052,wh-gap,1
2,at,2.2430083e-07,22.088062,wh-gap,1
3,at,6.1851814e-08,23.94661,wh-gap,1
4,at,5.802007e-07,20.716944,wh-gap,1
5,at,4.0773743e-06,17.903929,wh-gap,1
6,at,3.8208205e-07,21.319614,wh-gap,1
7,at,1.0462667e-06,19.866318,wh-gap,1
8,at,1.1710221e-07,23.025728,wh-gap,1
9,at,2.3109104e-07,22.045036,wh-gap,1
10,at,6.988442e-07,20.448526,wh-gap,1
1,at,5.7683627e-07,20.725334,nwh-ngap,1
2,at,2.3017492e-06,18.728838,nwh-ngap,1
3,at,1.7925954e-07,22.411448,nwh-ngap,1
4,at,6.5910926e-06,17.21105,nwh-ngap,1
5,at,4.1444805e-06,17.880377,nwh-ngap,1
6,at,6.112898e-08,23.963568,nwh-ngap,1
7,at,1.0794316e-10,33.10901,nwh-ngap,1
8,at,1.026262e-06,19.894169,nwh-ngap,1
9,at,2.7534676e-07,21.792248,nwh-ngap,1
10,at,1.8936519e-06,19.010397,nwh-ngap,1
1,at,1.5731842e-07,22.59981,nwh-gap,1
2,at,7.762162e-08,23.618967,nwh-gap,1
3,at,1.7048205e-05,15.84002,nwh-gap,1
