Surprisal, VerbCondition, FillerCondition, EmbeddingLevel
3.8091664,V-pl,N-pl,3
3.6785295,V-sg,N-pl,3
4.6732674,V-pl,N-pl,3
2.9369726,V-sg,N-pl,3
0.5724122,V-pl,N-pl,3
1.4413993,V-sg,N-pl,3
2.828932,V-pl,N-pl,3
2.5232537,V-sg,N-pl,3
4.253052,V-pl,N-pl,3
5.8743124,V-sg,N-pl,3
0.26153484,V-pl,N-pl,3
2.3749204,V-sg,N-pl,3
3.7296004,V-pl,N-pl,3
1.431292,V-sg,N-pl,3
3.4070177,V-pl,N-pl,3
3.2118194,V-sg,N-pl,3
4.3323984,V-pl,N-pl,3
1.3783922,V-sg,N-pl,3
3.3192372,V-pl,N-pl,3
2.9154508,V-sg,N-pl,3
3.9262965,V-pl,N-pl,3
0.8148867,V-sg,N-sg,3
6.636296,V-pl,N-sg,3
3.0883956,V-sg,N-sg,3
7.7628746,V-pl,N-sg,3
2.176082,V-sg,N-sg,3
3.5052905,V-pl,N-sg,3
2.4508603,V-sg,N-sg,3
4.478735,V-pl,N-sg,3
0.88978976,V-sg,N-sg,3
5.811282,V-pl,N-sg,3
1.9708867,V-sg,N-sg,3
6.005077,V-pl,N-sg,3
0.69416034,V-sg,N-sg,3
3.8114107,V-pl,N-sg,3
0.7882755,V-sg,N-sg,3
4.87077,V-pl,N-sg,3
0.44639778,V-sg,N-sg,3
4.623767,V-pl,N-sg,3
0.5476229,V-sg,N-sg,3
3.9144228,V-pl,N-sg,3
0.6967492,V-sg,N-sg,3
4.266018,V-pl,N-sg,3
0.43631947,V-sg,N-sg,3
4.1272845,V-pl,N-sg,3
0.15319528,V-sg,N-sg,3
5.685976,V-pl,N-sg,3
1.4167275,V-sg,N-sg,3
3.7105207,V-pl,N-sg,3
0.47216603,V-sg,N-sg,3
5.0468535,V-pl,N-sg,3
1.3274508,V-sg,N-sg,3
3.4775531,V-pl,N-sg,3
0.31577283,V-sg,N-sg,3
5.9537396,V-pl,N-sg,3
2.2140021,V-sg,N-sg,3
3.8372982,V-pl,N-sg,3
0.6537977,V-sg,N-sg,3
3.6525695,V-pl,N-sg,3
0.5826632,V-sg,N-sg,3
3.34803,V-pl,N-sg,3
9.831634,V-sg,N-pl,4
8.36318,V-pl,N-pl,4
11.488908,V-sg,N-pl,4
10.851094,V-pl,N-pl,4
10.690234,V-sg,N-pl,4
