Surprisal, VerbCondition, FillerCondition, EmbeddingLevel
2.408446,V-sg,N-pl,3
3.6687398,V-pl,N-pl,3
5.2212996,V-sg,N-pl,3
0.43119135,V-pl,N-pl,3
2.1595132,V-sg,N-pl,3
3.1827865,V-pl,N-pl,3
2.9688485,V-sg,N-pl,3
4.5897756,V-pl,N-pl,3
6.9488354,V-sg,N-pl,3
0.64860535,V-pl,N-pl,3
1.8880868,V-sg,N-pl,3
3.197563,V-pl,N-pl,3
1.5794269,V-sg,N-pl,3
3.0542305,V-pl,N-pl,3
2.0029135,V-sg,N-pl,3
3.2803292,V-pl,N-pl,3
1.937429,V-sg,N-pl,3
1.7030908,V-pl,N-pl,3
2.115706,V-sg,N-pl,3
3.2802143,V-pl,N-pl,3
0.5716846,V-sg,N-sg,3
4.854918,V-pl,N-sg,3
0.6199196,V-sg,N-sg,3
4.175657,V-pl,N-sg,3
1.5255253,V-sg,N-sg,3
2.568973,V-pl,N-sg,3
2.0621128,V-sg,N-sg,3
2.7716498,V-pl,N-sg,3
0.62767184,V-sg,N-sg,3
3.9800951,V-pl,N-sg,3
0.7316048,V-sg,N-sg,3
3.661065,V-pl,N-sg,3
2.3517575,V-sg,N-sg,3
4.544231,V-pl,N-sg,3
2.9280956,V-sg,N-sg,3
4.670784,V-pl,N-sg,3
0.5465603,V-sg,N-sg,3
4.594043,V-pl,N-sg,3
0.6832118,V-sg,N-sg,3
4.1671853,V-pl,N-sg,3
0.94853663,V-sg,N-sg,3
4.1809354,V-pl,N-sg,3
0.6741092,V-sg,N-sg,3
3.6915545,V-pl,N-sg,3
0.8605762,V-sg,N-sg,3
4.6383443,V-pl,N-sg,3
2.2518358,V-sg,N-sg,3
4.3515415,V-pl,N-sg,3
2.3754425,V-sg,N-sg,3
4.605196,V-pl,N-sg,3
1.3563504,V-sg,N-sg,3
3.1931074,V-pl,N-sg,3
0.93346435,V-sg,N-sg,3
4.7576885,V-pl,N-sg,3
1.6541761,V-sg,N-sg,3
3.2126267,V-pl,N-sg,3
0.95046234,V-sg,N-sg,3
3.3561969,V-pl,N-sg,3
0.84062046,V-sg,N-sg,3
2.9586184,V-pl,N-sg,3
6.6214437,V-sg,N-pl,4
4.488006,V-pl,N-pl,4
6.877869,V-sg,N-pl,4
5.4944057,V-pl,N-pl,4
6.8407116,V-sg,N-pl,4
5.4160504,V-pl,N-pl,4
7.5383573,V-sg,N-pl,4
6.005798,V-pl,N-pl,4
6.682181,V-sg,N-pl,4
4.740486,V-pl,N-pl,4
7.099225,V-sg,N-pl,4
5.2575088,V-pl,N-pl,4
6.077601,V-sg,N-pl,4
6.5635853,V-pl,N-pl,4
7.642872,V-sg,N-pl,4
7.7572856,V-pl,N-pl,4
5.9894295,V-sg,N-pl,4
5.270972,V-pl,N-pl,4
5.805169,V-sg,N-pl,4
5.978025,V-pl,N-pl,4
5.3476715,V-sg,N-pl,4
5.7070484,V-pl,N-pl,4
6.097792,V-sg,N-pl,4
5.4093986,V-pl,N-pl,4
5.9703712,V-sg,N-pl,4
6.630541,V-pl,N-pl,4
5.808425,V-sg,N-pl,4
6.4741597,V-pl,N-pl,4
8.241663,V-sg,N-pl,4
7.2057734,V-pl,N-pl,4
5.306678,V-sg,N-pl,4
5.5572324,V-pl,N-pl,4
5.3601627,V-sg,N-pl,4
5.5619483,V-pl,N-pl,4
5.4577556,V-sg,N-pl,4
5.750902,V-pl,N-pl,4
6.078025,V-sg,N-pl,4
5.128246,V-pl,N-pl,4
5.584227,V-sg,N-pl,4
6.122317,V-pl,N-pl,4
5.416151,V-sg,N-sg,4
4.7169185,V-pl,N-sg,4
5.886824,V-sg,N-sg,4
5.317029,V-pl,N-sg,4
6.088807,V-sg,N-sg,4
4.819061,V-pl,N-sg,4
6.9471955,V-sg,N-sg,4
5.925843,V-pl,N-sg,4
5.237727,V-sg,N-sg,4
4.52224,V-pl,N-sg,4
6.0473557,V-sg,N-sg,4
4.998975,V-pl,N-sg,4
5.7987022,V-sg,N-sg,4
5.7510357,V-pl,N-sg,4
7.4560914,V-sg,N-sg,4
8.091009,V-pl,N-sg,4
5.3815045,V-sg,N-sg,4
5.5944724,V-pl,N-sg,4
5.5291324,V-sg,N-sg,4
5.602955,V-pl,N-sg,4
5.593561,V-sg,N-sg,4
4.8736644,V-pl,N-sg,4
5.235297,V-sg,N-sg,4
5.265578,V-pl,N-sg,4
5.408935,V-sg,N-sg,4
5.600094,V-pl,N-sg,4
5.6708517,V-sg,N-sg,4
6.2675195,V-pl,N-sg,4
7.865169,V-sg,N-sg,4
7.6294737,V-pl,N-sg,4
5.413894,V-sg,N-sg,4
5.366498,V-pl,N-sg,4
5.2355347,V-sg,N-sg,4
4.7932587,V-pl,N-sg,4
5.5510254,V-sg,N-sg,4
5.8837695,V-pl,N-sg,4
5.246869,V-sg,N-sg,4
4.9979844,V-pl,N-sg,4
5.675231,V-sg,N-sg,4
5.5596576,V-pl,N-sg,4
