Surprisal, VerbCondition, FillerCondition, EmbeddingLevel
0.106550604,V-pl,N-sg,4
8.24391,V-sg,N-sg,4
0.06829068,V-pl,N-sg,4
8.284083,V-sg,N-sg,4
0.061189722,V-pl,N-sg,4
6.577664,V-sg,N-sg,4
0.119041145,V-pl,N-sg,4
7.7351217,V-sg,N-sg,4
0.0884843,V-pl,N-sg,4
6.9291563,V-sg,N-sg,4
0.1216769,V-pl,N-sg,4
7.694529,V-sg,N-sg,4
0.10695173,V-pl,N-sg,4
7.1423035,V-sg,N-sg,4
0.102808826,V-pl,N-sg,4
8.903694,V-sg,N-sg,4
0.05244831,V-pl,N-sg,4
7.7841682,V-sg,N-sg,4
0.085889004,V-pl,N-sg,4
8.648266,V-sg,N-sg,4
0.06519621,V-pl,N-sg,4
7.0094805,V-sg,N-sg,4
0.15122922,V-pl,N-sg,4
8.429957,V-sg,N-sg,4
0.08073329,V-pl,N-sg,4
6.4823885,V-sg,N-sg,4
0.15969507,V-pl,N-sg,4
